siteID,ensemble,time,air_temperature,air_pressure,relative_humidity,specific_humidity,surface_downwelling_shortwave_flux_in_air,surface_downwelling_longwave_flux_in_air,precipitation_flux,cloud_area_fraction,wind_speed
HARV,0,2021-04-29T18:00:00Z,289.7218323,97637.47656,0.948289692,0.011463072,52,392,5.56E-05,1,5.949291229
HARV,0,2021-04-30T00:00:00Z,288.2000122,97270.77344,0.991507113,0.010910747,24,392,5.23E-04,1,1.055326223
HARV,0,2021-04-30T06:00:00Z,281.60849,97047.88281,0.963762879,0.006861009,0,362,8.52E-04,1,4.26969862
HARV,0,2021-04-30T12:00:00Z,280.3573914,97307.03125,0.947398841,0.006174507,3,349,1.57E-04,1,3.909425735
HARV,0,2021-04-30T18:00:00Z,277.6444092,97618.54688,0.953377962,0.005130199,26,337,2.64E-04,1,4.667806149
HARV,0,2021-05-01T00:00:00Z,278.2000122,97901.92969,0.957171261,0.005339471,17,330.0558472,2.73E-04,1,3.622999191
HARV,0,2021-05-01T06:00:00Z,277.3294678,98132.6875,0.95095855,0.004978842,0,310,0,0.75,1.789209127
HARV,0,2021-05-01T12:00:00Z,279.9085083,98327.71094,0.864370883,0.005403388,39,281,0,0.610000014,1.082042456
HARV,1,2021-04-15T12:00:00Z,279.5271301,97839.67969,0.864489675,0.005290061,NaN,NaN,NaN,NaN,4.048089027
HARV,1,2021-04-15T18:00:00Z,280.7919922,97583.10938,0.83381325,0.005580198,89,344,1.16E-04,1,3.164788008
HARV,1,2021-04-16T00:00:00Z,277.5147095,97425.52344,0.945834041,0.005053365,22,332,4.91E-04,1,4.446645737
HARV,1,2021-04-16T06:00:00Z,273.5575867,97312.92969,0.989084721,0.003989441,0,324,8.61E-04,1,5.065435886
HARV,1,2021-04-16T12:00:00Z,274.9021912,96913.57031,0.98146683,0.004379712,3,319,3.89E-04,1,6.630826473
HARV,1,2021-04-16T18:00:00Z,273.8299866,96843.72656,0.98674494,0.00407899,59,320,6.06E-04,1,7.27012825
HARV,1,2021-04-17T00:00:00Z,274.0387878,96876.74219,0.985503793,0.004134384,38,317.2474976,2.92E-04,1,6.534863472
HARV,1,2021-04-17T06:00:00Z,275.2281799,96917.35156,0.993994057,0.004540388,0,321,1.25E-04,1,4.512144089
HARV,1,2021-04-17T12:00:00Z,275.2712402,97186.55469,0.992851436,0.004536508,3,324,6.48E-05,1,2.745562315
HARV,1,2021-04-17T18:00:00Z,278.8884583,97319.96094,0.915764391,0.005390904,303,318,2.31E-05,0.980000019,3.503520489
HARV,1,2021-04-18T00:00:00Z,275.8042908,97495.26563,0.964905977,0.004564857,269,283.0219727,9.26E-06,0.75,1.474875331
HARV,1,2021-04-18T06:00:00Z,273.7000122,97524.69531,0.971859694,0.003951839,0,265,0,0.560000002,1.513567328
HARV,1,2021-04-18T12:00:00Z,276.2835083,97577.89844,0.89669627,0.004384521,44,241,0,0.02,2.069825411
HARV,1,2021-04-18T18:00:00Z,283.1382141,97563.49219,0.793965161,0.00623028,534,295,2.31E-05,0.560000002,1.846144319
HARV,1,2021-04-19T00:00:00Z,278.8486938,97579.33594,0.911012471,0.005333777,317,303,3.70E-05,0.99000001,0.736736417
HARV,1,2021-04-19T06:00:00Z,276.9449463,97606.51563,0.950779319,0.004871043,0,311,9.26E-06,0.980000019,0.90263778
HARV,1,2021-04-19T12:00:00Z,278.8768921,97820.21094,0.880550027,0.005152221,46,248.7296143,0,0,1.330593824
HARV,1,2021-04-19T18:00:00Z,285.1706543,97760.14063,0.60601908,0.005429275,555,294.2703857,4.63E-06,0.469999999,1.111796379
HARV,1,2021-04-20T00:00:00Z,280.0202637,97848.74219,0.869952679,0.005507348,341,290,9.26E-06,0.409999996,1.796414971
HARV,1,2021-04-20T06:00:00Z,276.3809204,97989.67969,0.904775023,0.004436019,0,255,0,0.02,1.479193807
HARV,1,2021-04-20T12:00:00Z,280.8403625,98051.96875,0.761124849,0.005084607,47,253,0,0.02,1.951932549
HARV,1,2021-04-20T18:00:00Z,289.446167,97785.44531,0.528576553,0.006249101,673,293,4.63E-06,0.709999979,5.599836349
HARV,1,2021-04-21T00:00:00Z,283.3999939,97848.67969,0.96409446,0.007683248,353,327,1.34E-04,0.639999986,2.148099184
HARV,1,2021-04-21T06:00:00Z,282.3807983,97893.83594,0.976741731,0.007264363,0,335,6.94E-05,0.970000029,1.295125246
HARV,1,2021-04-21T12:00:00Z,277.1999817,98240.1875,0.892323613,0.004623532,4,333,4.63E-06,1,2.728756428
HARV,1,2021-04-21T18:00:00Z,279.0362244,98221.54688,0.914888918,0.005391179,113,330,6.94E-05,1,0.543925822
HARV,1,2021-04-22T00:00:00Z,278.0440063,98000.24219,0.98769784,0.005445062,61,329,2.41E-04,1,1.246508121
HARV,1,2021-04-22T06:00:00Z,275.0382385,98032.58594,0.937004924,0.004173456,0,279,9.26E-06,0.680000007,2.294658184
HARV,1,2021-04-22T12:00:00Z,275.9209595,98161.52344,0.736036062,0.003484941,45,227,0,0.129999995,2.450516224
HARV,1,2021-04-22T18:00:00Z,284.2390747,97977.92969,0.42250514,0.003547043,703,262,0,0.829999983,3.966993093
HARV,1,2021-04-23T00:00:00Z,274.9657288,98381.86719,0.809443414,0.00357262,177,284,9.72E-05,0.699999988,5.109518528
HARV,1,2021-04-23T06:00:00Z,272.9484863,98948.39844,0.768132806,0.00291349,0,227,0,0,4.478188992
HARV,1,2021-04-23T12:00:00Z,276.6217957,99196.5625,0.561133802,0.002761522,54,220,0,0,3.743692398
HARV,1,2021-04-23T18:00:00Z,286.9148254,98832.91406,0.375993729,0.003731032,776,248,0,0,5.969413757
HARV,1,2021-04-24T00:00:00Z,282.9108276,98418.41406,0.544935584,0.00416967,445,267,0,0,5.078150749
HARV,1,2021-04-24T06:00:00Z,281.394043,98181.82813,0.71597892,0.004959699,0,263,0,0,6.135779381
HARV,1,2021-04-24T12:00:00Z,282.7153625,97994.97656,0.743258715,0.00564232,44,277,0,0.629999995,5.503092766
HARV,1,2021-04-24T18:00:00Z,287.1219177,97970.02344,0.662632465,0.006735379,339,335,4.63E-06,0.99000001,5.061551094
HARV,1,2021-04-25T00:00:00Z,280.7391052,98171.71094,0.789414883,0.00523137,139,332,4.63E-06,1,2.468754768
HARV,1,2021-04-25T06:00:00Z,274.933075,98407.11719,0.790308535,0.003478939,0,253,0,0.689999998,1.896791935
HARV,1,2021-04-25T12:00:00Z,279.1032715,98705.67969,0.511448264,0.003008627,52,236,0,0.639999986,0.594703853
HARV,1,2021-04-25T18:00:00Z,288.2485046,98498.72656,0.359248936,0.00389959,762,265,0,0.209999993,3.244864464
HARV,1,2021-04-26T00:00:00Z,282.8671875,98335.96094,0.68268472,0.005216083,423,291,0,0.370000005,4.204895973
HARV,1,2021-04-26T06:00:00Z,280.6236877,98169.71875,0.982261956,0.006463203,0,295,0,0.899999976,4.612332344
HARV,1,2021-04-26T12:00:00Z,286.8111877,97977.6875,0.795604229,0.007930437,46,343,0,0.949999988,7.766843319
HARV,1,2021-04-26T18:00:00Z,296.9811707,97550.4375,0.512929142,0.009715247,682,331,0,0.790000021,7.920204163
HARV,1,2021-04-27T00:00:00Z,291.4190369,97654.53906,0.89168328,0.01200108,273,378,1.30E-04,1,4.763189316
HARV,1,2021-04-27T06:00:00Z,288.6821899,97777.48438,0.978666127,0.011051646,0,355,0,1,1.900239706
HARV,1,2021-04-27T12:00:00Z,289.3809509,98018.71094,0.934120357,0.011003223,37,345,0,0.99000001,1.324209094
HARV,1,2021-04-27T18:00:00Z,285.4816895,98297.58594,0.838929772,0.007639627,195,370,1.39E-05,0.980000019,3.474068403
HARV,1,2021-04-28T00:00:00Z,281.618988,98552.60938,0.846990287,0.005938552,93,361,4.63E-06,0.959999979,2.997591257
HARV,1,2021-04-28T06:00:00Z,279.9699707,98661.92969,0.949219823,0.005940647,0,352,5.09E-05,1,1.723038912
HARV,1,2021-04-28T12:00:00Z,280.6159668,98736.05469,0.966485262,0.006319032,5,346,1.85E-05,1,2.210800886
HARV,1,2021-04-28T18:00:00Z,282.1752625,98613.8125,0.885757506,0.006446402,139,352,9.26E-06,1,3.603346586
HARV,1,2021-04-29T00:00:00Z,283.1338196,98295.42969,0.897057056,0.006987979,145,362,0,0.99000001,3.460736513
HARV,1,2021-04-29T06:00:00Z,287.1137695,97807.32031,0.981989205,0.010012644,0,370,4.63E-06,1,3.462587595
HARV,1,2021-04-29T12:00:00Z,290.7236633,97678.36719,0.896680832,0.011545399,55,363,1.20E-04,0.649999976,4.698762894
HARV,1,2021-04-29T18:00:00Z,296.9073792,97483.34375,0.521614313,0.009843475,752,342.4130554,0,0,8.001320839
HARV,1,2021-04-30T00:00:00Z,282.5485229,97800.30469,0.578578711,0.004348426,442,312.0558472,0,0,7.973978996
HARV,1,2021-04-30T06:00:00Z,277.6000061,97970.64844,0.64066267,0.003420862,0,249,0,0,7.15573597
HARV,1,2021-04-30T12:00:00Z,277.7896118,98277.17969,0.629999995,0.00339815,59,245.3253784,0,0.25,7.402839184
HARV,1,2021-04-30T18:00:00Z,282.7190857,98331.75,0.413628042,0.003125243,792,245,0,0.140000001,7.896671295
HARV,1,2021-05-01T00:00:00Z,278.6329956,98586.21875,0.577698946,0.003293978,464,248,0,0.200000003,7.872718811
HARV,1,2021-05-01T06:00:00Z,274.416748,98911.48438,0.572000504,0.002412543,0,232,0,0.409999996,4.657615185
HARV,1,2021-05-01T12:00:00Z,276.0572205,99117.25,0.533532321,0.002524597,56,221,0,0.449999988,4.497917652
HARV,2,2021-04-15T12:00:00Z,279.4455566,97794.8125,0.857198417,0.005218197,NaN,NaN,NaN,NaN,2.837232351
HARV,2,2021-04-15T18:00:00Z,279.4239197,97589.21875,0.837920368,0.005103612,47,340,1.11E-04,1,3.877513409
HARV,2,2021-04-16T00:00:00Z,277.5244751,97448.70313,0.932343543,0.004983298,19,333.1906738,3.80E-04,1,4.096770763
HARV,2,2021-04-16T06:00:00Z,273.9008789,97260.41406,0.990933359,0.00409972,0,324,6.67E-04,1,5.173871517
HARV,2,2021-04-16T12:00:00Z,276.3560791,96916.78906,0.987000048,0.004885477,2,321,5.46E-04,1,6.066811085
HARV,2,2021-04-16T18:00:00Z,273.4704285,96822.46094,0.986405015,0.003973613,61,322,5.37E-04,1,8.768054962
HARV,2,2021-04-17T00:00:00Z,273.6916809,96861.64844,0.979697466,0.004008704,30,318,4.49E-04,1,8.960309029
HARV,2,2021-04-17T06:00:00Z,274.8215637,96881.89844,0.983471453,0.004364797,0,319,1.02E-04,1,8.789010048
HARV,2,2021-04-17T12:00:00Z,274.4729614,97357.89844,0.98300004,0.004233898,3,321,2.78E-05,1,6.275070667
HARV,2,2021-04-17T18:00:00Z,276.8292236,97576.02344,0.957158208,0.004865445,161,318,4.63E-06,0.970000029,4.227826118
HARV,2,2021-04-18T00:00:00Z,275.7217102,97754.25,0.974353492,0.004570466,60,319,4.63E-06,0.980000019,1.373105645
HARV,2,2021-04-18T06:00:00Z,274.3000183,97675.42969,0.980216086,0.004156029,0,258,0,0.409999996,1.637169838
HARV,2,2021-04-18T12:00:00Z,276.3000183,97679.99219,0.948089838,0.004637092,28,297,0,0.970000029,1.577051878
HARV,2,2021-04-18T18:00:00Z,280.8999939,97748.9375,0.847675085,0.005705637,551,286,2.31E-05,0.769999981,2.409031153
HARV,2,2021-04-19T00:00:00Z,277.9382324,97829.49219,0.945066631,0.00517993,191,311.213562,9.26E-06,0.860000014,1.003687739
HARV,2,2021-04-19T06:00:00Z,274.8999939,97917.52344,0.952257395,0.004204691,0,295,4.63E-06,0.829999983,0.91295743
HARV,2,2021-04-19T12:00:00Z,278.0206909,97999.8125,0.898428977,0.004943405,37,257,0,0.74000001,0.809019566
HARV,2,2021-04-19T18:00:00Z,284.3332825,97966.96094,0.745203793,0.006306658,347,321,1.85E-05,0.980000019,0.360786676
HARV,2,2021-04-20T00:00:00Z,277.7235718,98031.86719,0.902299941,0.004860923,311,295,1.39E-05,0.680000007,0.362847358
HARV,2,2021-04-20T06:00:00Z,275.7999878,98231.3125,0.951448917,0.004465833,0,253,0,0,1.345097661
HARV,2,2021-04-20T12:00:00Z,279.8203125,98361.45313,0.828122258,0.005142929,47,249.9990845,0,0,1.16902864
HARV,2,2021-04-20T18:00:00Z,287.6232605,98264.70313,0.526827395,0.005511067,717,273,0,0.680000007,3.867159128
HARV,2,2021-04-21T00:00:00Z,281.8192139,98123.8125,0.742331922,0.005296801,429,282.4051514,0,0.109999999,3.937754869
HARV,2,2021-04-21T06:00:00Z,278.4057312,98327.625,0.933323622,0.005258387,0,316,4.63E-05,0.819999993,3.097276926
HARV,2,2021-04-21T12:00:00Z,278.3999939,98597.39844,0.815999985,0.004581093,30,307,3.70E-05,1,2.517244816
HARV,2,2021-04-21T18:00:00Z,284.7120972,98657.53125,0.391400099,0.003366804,765,251,0,0,5.961423397
HARV,2,2021-04-22T00:00:00Z,278.5999756,98808.97656,0.604596496,0.003431986,446,248,0,0,2.827916861
HARV,2,2021-04-22T06:00:00Z,274.2192078,99044.64063,0.595213294,0.002471817,0,230,0,0,2.395342112
HARV,2,2021-04-22T12:00:00Z,277.8807678,99154.47656,0.50819993,0.002733173,53,223,0,0,1.868249774
HARV,2,2021-04-22T18:00:00Z,287.5,98729.51563,0.391359687,0.004038721,775,250,0,0,4.614278316
HARV,2,2021-04-23T00:00:00Z,281.1539917,98607.21094,0.702077568,0.004763502,441,271,0,0.189999998,5.44100666
HARV,2,2021-04-23T06:00:00Z,281.4318848,98404.25,0.7134884,0.004943912,0,284,0,1,5.82614994
HARV,2,2021-04-23T12:00:00Z,281.3460083,98197.16406,0.845000029,0.005836575,11,326,5.56E-05,0.99000001,5.489577293
HARV,2,2021-04-23T18:00:00Z,282.6351318,98146.96094,0.964380503,0.007277484,49,350,3.89E-04,1,3.797739029
HARV,2,2021-04-24T00:00:00Z,282.2936096,98248.1875,0.993982673,0.007323037,46,356,1.53E-04,1,1.059646249
HARV,2,2021-04-24T06:00:00Z,279.4215393,98409.60156,0.936491311,0.005657407,0,346,2.64E-04,1,5.08771944
HARV,2,2021-04-24T12:00:00Z,276.954071,98584.67969,0.972208202,0.004934765,0,331.3253784,3.24E-04,1,6.929112434
HARV,2,2021-04-24T18:00:00Z,272.956604,98738.58594,0.940820396,0.003579625,87,313,1.39E-04,1,5.471949577
HARV,2,2021-04-25T00:00:00Z,273.7406006,98857.58594,0.926180482,0.003725714,90,308,4.63E-06,0.939999998,3.596804142
HARV,2,2021-04-25T06:00:00Z,271.9380188,98919.91406,0.979000449,0.003451404,0,275.4051514,0,0.779999971,1.669213295
HARV,2,2021-04-25T12:00:00Z,278.1000061,99042.91406,0.820563912,0.004490962,53,253.2703857,0,0.479999989,1.412548304
HARV,2,2021-04-25T18:00:00Z,289.4724121,98979.47656,0.48802501,0.005707751,752,278.2352295,0,0.159999996,1.602903962
HARV,2,2021-04-26T00:00:00Z,281.9538879,99012.41406,0.779730439,0.005565071,437,288.1356812,0,0.270000011,1.264711857
HARV,2,2021-04-26T06:00:00Z,279.2539978,99188.29688,0.802000046,0.004749025,0,279,0,0.74000001,1.432998896
HARV,2,2021-04-26T12:00:00Z,282.0055847,99368.11719,0.698915124,0.004986067,36,294,0,0.939999998,1.08140564
HARV,2,2021-04-26T18:00:00Z,293.4675903,99344.32813,0.423291087,0.006340778,596,318,0,0.930000007,0.756634116
HARV,2,2021-04-27T00:00:00Z,284.517334,99395.25,0.778903782,0.006577969,218,352,9.26E-06,0.949999988,2.055826664
HARV,2,2021-04-27T06:00:00Z,281.7966003,99381,0.851527691,0.005992441,0,350.3483276,2.78E-05,0.959999979,2.456493855
HARV,2,2021-04-27T12:00:00Z,283.7583008,99393.86719,0.864149809,0.006940619,50,314,0,0.850000024,2.949504375
HARV,2,2021-04-27T18:00:00Z,295.0887451,99176.36719,0.559069395,0.009284022,741,323,0,0.579999983,4.343700409
HARV,2,2021-04-28T00:00:00Z,289.118103,99033.38281,0.772685468,0.008846947,434,332,0,0,3.628442287
HARV,2,2021-04-28T06:00:00Z,285.2921143,98898.46094,0.876293898,0.007834014,0,308,0,0,3.83271575
HARV,2,2021-04-28T12:00:00Z,288.6650696,98785.57031,0.768212497,0.008564257,55,306,0,0.02,4.864839077
HARV,2,2021-04-28T18:00:00Z,299.7716064,98320.71094,0.442499965,0.009820398,650,344,0,0.99000001,6.28553915
HARV,2,2021-04-29T00:00:00Z,289.5502625,98365.59375,0.94919914,0.011264072,203,389,2.13E-04,1,3.539393187
HARV,2,2021-04-29T06:00:00Z,285.5420837,98381.71875,0.927370429,0.008475625,0,360,3.24E-05,0.99000001,2.460585356
HARV,2,2021-04-29T12:00:00Z,282.4743958,98703.75,0.937761366,0.006959675,4,358,1.90E-04,1,3.369449854
HARV,2,2021-04-29T18:00:00Z,285.3132019,98807.25,0.493000001,0.004408434,433,323,4.63E-06,0.910000026,3.333277941
HARV,2,2021-04-30T00:00:00Z,280.1142273,98886.41406,0.688044488,0.004334844,409,293,0,0.439999998,2.196867943
HARV,2,2021-04-30T06:00:00Z,276.3517761,98940.26563,0.633270144,0.003066152,0,263,0,0.189999998,0.620648503
HARV,2,2021-04-30T12:00:00Z,279.0349426,98948.03906,0.612753093,0.003580018,19,304,0,0.839999974,1.364404202
HARV,2,2021-04-30T18:00:00Z,287.8999939,98681.46094,0.495509595,0.005253825,435,329,0,0.970000029,2.066996813
HARV,2,2021-05-01T00:00:00Z,282.8303528,98439.76563,0.788144469,0.006003513,188,342,4.63E-06,1,1.886724234
HARV,2,2021-05-01T06:00:00Z,277.8000183,98369.07813,0.879003465,0.004744132,0,306,0,0.930000007,1.790886283
HARV,2,2021-05-01T12:00:00Z,279.8114624,98424.24219,0.921000004,0.005714586,12,299,1.85E-05,0.879999995,1.114248276
HARV,3,2021-04-15T12:00:00Z,279.305603,97777.46875,0.853000045,0.00514342,NaN,NaN,NaN,NaN,3.606696606
HARV,3,2021-04-15T18:00:00Z,277.6974182,97632.65625,0.895813227,0.004836786,41,337,1.39E-04,1,4.510569096
HARV,3,2021-04-16T00:00:00Z,276.4544373,97365.39063,0.938232064,0.004654276,16,329.0558472,4.54E-04,1,5.31600666
HARV,3,2021-04-16T06:00:00Z,273.8000183,97041.52344,0.988398671,0.004068664,0,320,0.001222222,1,5.229740143
HARV,3,2021-04-16T12:00:00Z,274.1000061,96706.11719,0.990127087,0.004179611,4,317,6.11E-04,1,7.414020538
HARV,3,2021-04-16T18:00:00Z,274.178009,96469.07813,0.991505384,0.004219439,51,320,3.98E-04,1,9.172802925
HARV,3,2021-04-17T00:00:00Z,273.5823669,96805.72656,0.982821882,0.003992104,31,319,3.01E-04,1,6.509861469
HARV,3,2021-04-17T06:00:00Z,273.9484558,96944.71094,0.981435061,0.004087616,0,317,6.94E-05,1,4.174216747
HARV,3,2021-04-17T12:00:00Z,275.0235291,97149.39063,0.992491663,0.004456863,9,318,1.39E-05,0.99000001,3.408021688
HARV,3,2021-04-17T18:00:00Z,278.8532715,97343.91406,0.900597095,0.005287076,406,312,1.39E-05,0.959999979,3.671085596
HARV,3,2021-04-18T00:00:00Z,276.6924744,97457.42969,0.966840744,0.004873483,330,284,4.63E-06,0.610000014,1.209003448
HARV,3,2021-04-18T06:00:00Z,274.2033997,97445.25781,0.970662534,0.004096532,0,287.5169678,0,0.879999995,1.684356689
HARV,3,2021-04-18T12:00:00Z,275.6640625,97426.67969,0.930670679,0.004361776,41,254,0,0.829999983,1.636794686
HARV,3,2021-04-18T18:00:00Z,281.5483093,97401.27344,0.798112392,0.005633895,654,273,2.78E-05,0.439999998,3.895765305
HARV,3,2021-04-19T00:00:00Z,277.1403503,97465.92969,0.911623597,0.004741499,412,262,1.39E-05,0.239999995,1.158733845
HARV,3,2021-04-19T06:00:00Z,275.3211975,97561.57813,0.948267281,0.004331003,0,254.4051514,0,0.330000013,1.941965103
HARV,3,2021-04-19T12:00:00Z,277.8000183,97793.97656,0.835138321,0.004533312,44,242,0,0.170000002,2.865544558
HARV,3,2021-04-19T18:00:00Z,284.9563904,97661.875,0.595996082,0.005269341,658,277,9.26E-06,0.370000005,2.880418539
HARV,3,2021-04-20T00:00:00Z,279.2834167,97778.03906,0.844551802,0.005084474,386,279.4051514,1.85E-05,0.519999981,1.792215824
