"","time","gcc_90","day","model_results"
"283",2017-12-08,0.35434,342,0.340825832764488
"284",2017-12-09,0.35153,343,0.340941202679669
"285",2017-12-10,0.34717,344,0.341056552402587
"286",2017-12-11,0.34762,345,0.341171881936779
"287",2017-12-12,0.34675,346,0.341287191285775
"288",2017-12-13,0.34679,347,0.341402480453111
"289",2017-12-14,0.34685,348,0.341517749442317
"290",2017-12-15,0.34726,349,0.341632998256926
"291",2017-12-16,0.34618,350,0.341748226900469
"292",2017-12-17,0.34856,351,0.341863435376475
"293",2017-12-18,0.34918,352,0.341978623688475
"294",2017-12-19,0.34874,353,0.342093791839997
"295",2017-12-20,0.35267,354,0.342208939834571
"296",2017-12-21,0.35101,355,0.342324067675724
"297",2017-12-22,0.35117,356,0.342439175366984
"298",2017-12-23,0.35297,357,0.342554262911877
"299",2017-12-24,0.35144,358,0.342669330313929
"300",2017-12-25,0.34764,359,0.342784377576666
"301",2017-12-26,0.34784,360,0.342899404703612
"302",2017-12-27,0.34834,361,0.343014411698292
"303",2017-12-28,0.34628,362,0.343129398564229
"304",2017-12-29,0.34715,363,0.343244365304947
"305",2017-12-30,0.34682,364,0.343359311923967
"306",2017-12-31,0.34802,365,0.343474238424811
"307",2018-01-01,0.3475,1,0.343589144811001
"308",2018-01-02,0.34595,2,0.343704031086057
"309",2018-01-03,0.34663,3,0.343818897253498
"310",2018-01-04,0.34673,4,0.343933743316845
"311",2018-01-05,0.34719,5,0.344048569279616
"312",2018-01-06,0.34573,6,0.344163375145328
"313",2018-01-07,0.3469,7,0.3442781609175
"314",2018-01-08,0.34703,8,0.344392926599647
"315",2018-01-09,0.34887,9,0.344507672195287
"316",2018-01-10,0.34804,10,0.344622397707935
"317",2018-01-11,0.35015,11,0.344737103141106
"318",2018-01-12,0.35015,12,0.344851788498313
"319",2018-01-13,0.34773,13,0.344966453783072
"320",2018-01-14,0.34709,14,0.345081098998895
"321",2018-01-15,0.34702,15,0.345195724149294
"322",2018-01-16,0.34997,16,0.345310329237781
"323",2018-01-17,0.34839,17,0.345424914267869
"324",2018-01-18,0.3473,18,0.345539479243066
"325",2018-01-19,0.34668,19,0.345654024166884
"326",2018-01-20,0.34828,20,0.345768549042832
"327",2018-01-21,0.34869,21,0.345883053874418
"328",2018-01-22,0.34884,22,0.345997538665151
"329",2018-01-23,0.34699,23,0.346112003418538
"330",2018-01-24,0.34657,24,0.346226448138087
"331",2018-01-25,0.34657,25,0.346340872827304
"332",2018-01-26,0.34678,26,0.346455277489694
"333",2018-01-27,0.34873,27,0.346569662128763
"334",2018-01-28,0.35084,28,0.346684026748015
"335",2018-01-29,0.34753,29,0.346798371350953
"336",2018-01-30,0.34738,30,0.346912695941083
"337",2018-01-31,0.34714,31,0.347027000521905
"338",2018-02-01,0.34889,32,0.347141285096922
"339",2018-02-02,0.34756,33,0.347255549669636
"340",2018-02-03,0.34693,34,0.347369794243548
"341",2018-02-04,0.35079,35,0.347484018822156
"342",2018-02-05,0.34728,36,0.347598223408963
"343",2018-02-06,0.35012,37,0.347712408007465
"344",2018-02-07,0.35247,38,0.347826572621162
"345",2018-02-08,0.3489,39,0.347940717253551
"346",2018-02-09,0.34705,40,0.34805484190813
"347",2018-02-10,0.35206,41,0.348168946588395
"348",2018-02-11,0.35203,42,0.348283031297842
"349",2018-02-12,0.3533,43,0.348397096039967
"350",2018-02-13,0.34881,44,0.348511140818263
"351",2018-02-14,0.35203,45,0.348625165636226
"352",2018-02-15,0.35048,46,0.348739170497349
"353",2018-02-16,0.35324,47,0.348853155405124
"354",2018-02-17,0.35374,48,0.348967120363044
"355",2018-02-18,0.34961,49,0.3490810653746
"356",2018-02-19,0.35012,50,0.349194990443285
"357",2018-02-20,0.34891,51,0.349308895572587
"358",2018-02-21,0.3503,52,0.349422780765997
"359",2018-02-22,0.35077,53,0.349536646027004
"360",2018-02-23,0.35011,54,0.349650491359096
"361",2018-02-24,0.34994,55,0.349764316765763
"362",2018-02-25,0.3508,56,0.34987812225049
"363",2018-02-26,0.35,57,0.349991907816766
"364",2018-02-27,0.34708,58,0.350105673468075
"365",2018-02-28,0.35272,59,0.350219419207904
"366",2018-03-01,0.35253,60,0.350333145039737
"367",2018-03-02,0.34696,61,0.350446850967059
"368",2018-03-03,0.34688,62,0.350560536993354
"369",2018-03-04,0.34697,63,0.350674203122104
"370",2018-03-05,0.34829,64,0.350787849356793
"371",2018-03-06,0.35127,65,0.350901475700902
"372",2018-03-07,0.34705,66,0.351015082157912
"373",2018-03-08,0.34692,67,0.351128668731304
"374",2018-03-09,0.34756,68,0.351242235424558
"375",2018-03-10,0.34994,69,0.351355782241154
"376",2018-03-11,0.35031,70,0.35146930918457
"377",2018-03-12,0.35208,71,0.351582816258285
"378",2018-03-13,0.34814,72,0.351696303465776
"379",2018-03-14,0.34651,73,0.35180977081052
"380",2018-03-15,0.34732,74,0.351923218295994
"381",2018-03-16,0.3495,75,0.352036645925674
"382",2018-03-17,0.3485,76,0.352150053703034
"383",2018-03-18,0.34798,77,0.35226344163155
"384",2018-03-19,0.34855,78,0.352376809714695
"385",2018-03-20,0.35038,79,0.352490157955943
"386",2018-03-21,0.35181,80,0.352603486358766
"387",2018-03-22,0.34769,81,0.352716794926637
"388",2018-03-23,0.34782,82,0.352830083663027
"389",2018-03-24,0.35027,83,0.352943352571407
"390",2018-03-25,0.35195,84,0.353056601655248
"391",2018-03-26,0.34937,85,0.353169830918019
"392",2018-03-27,0.34843,86,0.353283040363189
"393",2018-03-28,0.34936,87,0.353396229994227
"394",2018-03-29,0.34941,88,0.3535093998146
"395",2018-03-30,0.34927,89,0.353622549827777
"396",2018-03-31,0.34793,90,0.353735680037223
"397",2018-04-01,0.35001,91,0.353848790446405
"398",2018-04-02,0.35016,92,0.353961881058789
"399",2018-04-03,0.3513,93,0.354074951877838
"400",2018-04-04,0.35219,94,0.354188002907018
"401",2018-04-05,0.35013,95,0.354301034149792
"402",2018-04-06,0.35282,96,0.354414045609623
"403",2018-04-07,0.35289,97,0.354527037289974
"404",2018-04-08,0.3515,98,0.354640009194306
"405",2018-04-09,0.35253,99,0.354752961326081
"406",2018-04-10,0.35254,100,0.354865893688759
"407",2018-04-11,0.35274,101,0.357651960337449
"408",2018-04-12,0.35448,102,0.360453460810663
"409",2018-04-13,0.3566,103,0.363270088881486
"410",2018-04-14,0.3626,104,0.366101537704981
"411",2018-04-15,0.37796,105,0.368947499873338
"412",2018-04-16,0.37003,106,0.371807667470904
"413",2018-04-17,0.37204,107,0.374681732129089
"414",2018-04-18,0.38094,108,0.377569385081113
"415",2018-04-19,0.38293,109,0.38047031721661
"416",2018-04-20,0.38359,110,0.383384219136052
"417",2018-04-21,0.38523,111,0.386310781204985
"418",2018-04-22,0.39243,112,0.389249693608077
"419",2018-04-23,0.39794,113,0.392200646402949
"420",2018-04-24,0.40675,114,0.395163329573779
"421",2018-04-25,0.40722,115,0.398137433084677
"422",2018-04-26,0.4093,116,0.401122646932808
"423",2018-04-27,0.40539,117,0.40411866120125
"424",2018-04-28,0.41193,118,0.407125166111584
"425",2018-04-29,0.41102,119,0.410141852076193
"426",2018-04-30,0.41108,120,0.413168409750268
"427",2018-05-01,0.41838,121,0.4162045300835
"428",2018-05-02,0.42286,122,0.419249904371451
"429",2018-05-03,0.42825,123,0.422304224306594
"430",2018-05-04,0.44017,124,0.425367182029009
"431",2018-05-05,0.43895,125,0.428438470176717
"432",2018-05-06,0.45087,126,0.431517781935656
"433",2018-05-07,0.44394,127,0.43460481108927
"434",2018-05-08,0.44991,128,0.437699252067721
"435",2018-05-09,0.45452,129,0.440800799996687
"436",2018-05-10,0.45551,130,0.443909150745766
"437",2018-05-11,0.44971,131,0.443686953662824
"438",2018-05-12,0.44814,132,0.44346486779981
"439",2018-05-13,0.44686,133,0.443242893101053
"440",2018-05-14,0.45073,134,0.44302102951091
"441",2018-05-15,0.45198,135,0.442799276973766
"442",2018-05-16,0.45425,136,0.442577635434034
"443",2018-05-17,0.45202,137,0.442356104836155
"444",2018-05-18,0.45567,138,0.442134685124596
"445",2018-05-19,0.45121,139,0.441913376243856
"446",2018-05-20,0.45065,140,0.441692178138456
"447",2018-05-21,0.45036,141,0.44147109075295
"448",2018-05-22,0.44995,142,0.441250114031917
"449",2018-05-23,0.44204,143,0.441029247919964
"450",2018-05-24,0.44425,144,0.440808492361726
"451",2018-05-25,0.44891,145,0.440587847301865
"452",2018-05-26,0.44454,146,0.440367312685073
"453",2018-05-27,0.44502,147,0.440146888456068
"454",2018-05-28,0.43663,148,0.439926574559595
"455",2018-05-29,0.44915,149,0.439706370940427
"456",2018-05-30,0.44609,150,0.439486277543367
"457",2018-05-31,0.44266,151,0.439266294313242
"458",2018-06-01,0.44669,152,0.439046421194908
"459",2018-06-02,0.44057,153,0.438826658133251
"460",2018-06-03,0.44204,154,0.438607005073181
"461",2018-06-04,0.42567,155,0.438387461959638
"462",2018-06-05,0.43149,156,0.438168028737587
"463",2018-06-06,0.43043,157,0.437948705352025
"464",2018-06-07,0.42698,158,0.437729491747971
"465",2018-06-08,0.4311,159,0.437510387870476
"466",2018-06-09,0.43153,160,0.437291393664615
"467",2018-06-10,0.43274,161,0.437072509075495
"468",2018-06-11,0.43047,162,0.436853734048245
"469",2018-06-12,0.42917,163,0.436635068528026
"470",2018-06-13,0.43207,164,0.436416512460024
"471",2018-06-14,0.43069,165,0.436198065789454
"472",2018-06-15,0.42716,166,0.435979728461556
"473",2018-06-16,0.42928,167,0.435761500421599
"474",2018-06-17,0.43314,168,0.435543381614881
"475",2018-06-18,0.42669,169,0.435325371986724
"476",2018-06-19,0.42869,170,0.43510747148248
"477",2018-06-20,0.42987,171,0.434889680047527
"478",2018-06-21,0.43452,172,0.434671997627271
"479",2018-06-22,0.42924,173,0.434454424167145
"480",2018-06-23,0.42946,174,0.43423695961261
"481",2018-06-24,0.42783,175,0.434019603909152
"482",2018-06-25,0.42894,176,0.433802357002288
"483",2018-06-26,0.42782,177,0.433585218837559
"484",2018-06-27,0.431,178,0.433368189360536
"485",2018-06-28,0.43511,179,0.433151268516813
"486",2018-06-29,0.42884,180,0.432934456252017
"487",2018-06-30,0.42856,181,0.432717752511798
"488",2018-07-01,0.43232,182,0.432501157241834
"489",2018-07-02,0.43039,183,0.43228467038783
"490",2018-07-03,0.43302,184,0.432068291895521
"491",2018-07-04,0.42563,185,0.431852021710666
"492",2018-07-05,0.42308,186,0.431635859779051
"493",2018-07-06,0.42119,187,0.431419806046491
"494",2018-07-07,0.42413,188,0.431203860458828
"495",2018-07-08,0.43038,189,0.430988022961929
"496",2018-07-09,0.4237,190,0.430772293501692
"497",2018-07-10,0.42385,191,0.430556672024037
"498",2018-07-11,0.42121,192,0.430341158474915
"499",2018-07-12,0.42379,193,0.430125752800303
"500",2018-07-13,0.41742,194,0.429910454946204
"501",2018-07-14,0.42449,195,0.429695264858649
"502",2018-07-15,0.4224,196,0.429480182483697
"503",2018-07-16,0.42428,197,0.429265207767431
"504",2018-07-17,0.42326,198,0.429050340655964
"505",2018-07-18,0.41784,199,0.428835581095435
"506",2018-07-19,0.41987,200,0.42862092903201
"507",2018-07-20,0.41785,201,0.42840638441188
"508",2018-07-21,0.42268,202,0.428191947181266
"509",2018-07-22,0.42277,203,0.427977617286415
"510",2018-07-23,0.42544,204,0.4277633946736
"511",2018-07-24,0.42509,205,0.42754927928912
"512",2018-07-25,0.42078,206,0.427335271079304
"513",2018-07-26,0.4181,207,0.427121369990506
"514",2018-07-27,0.42299,208,0.426907575969107
"515",2018-07-28,0.41784,209,0.426693888961513
"516",2018-07-29,0.42125,210,0.426480308914161
"517",2018-07-30,0.41865,211,0.426266835773511
"518",2018-07-31,0.42131,212,0.426053469486052
"519",2018-08-01,0.41393,213,0.425840209998299
"520",2018-08-02,0.42062,214,0.425627057256793
"521",2018-08-03,0.42347,215,0.425414011208103
"522",2018-08-04,0.42422,216,0.425201071798825
"523",2018-08-05,0.41886,217,0.42498823897558
"524",2018-08-06,0.41944,218,0.424775512685017
"525",2018-08-07,0.42106,219,0.424562892873812
"526",2018-08-08,0.41707,220,0.424350379488667
"527",2018-08-09,0.42129,221,0.42413797247631
"528",2018-08-10,0.41862,222,0.423925671783497
"529",2018-08-11,0.42002,223,0.423713477357011
"530",2018-08-12,0.41899,224,0.42350138914366
"531",2018-08-13,0.41688,225,0.423289407090279
"532",2018-08-14,0.41583,226,0.423077531143731
"533",2018-08-15,0.41934,227,0.422865761250904
"534",2018-08-16,0.41582,228,0.422654097358713
"535",2018-08-17,0.41734,229,0.422442539414101
"536",2018-08-18,0.42172,230,0.422231087364034
"537",2018-08-19,0.422,231,0.422019741155509
"538",2018-08-20,0.41895,232,0.421808500735547
"539",2018-08-21,0.42229,233,0.421597366051195
"540",2018-08-22,0.42025,234,0.421386337049528
"541",2018-08-23,0.41371,235,0.421175413677648
"542",2018-08-24,0.41631,236,0.420964595882681
"543",2018-08-25,0.41765,237,0.420753883611781
"544",2018-08-26,0.41778,238,0.420543276812128
"545",2018-08-27,0.41565,239,0.42033277543093
"546",2018-08-28,0.41632,240,0.420122379415419
"547",2018-08-29,0.41714,241,0.419912088712856
"548",2018-08-30,0.41842,242,0.419701903270525
"549",2018-08-31,0.41668,243,0.41949182303574
"550",2018-09-01,0.40871,244,0.419281847955839
"551",2018-09-02,0.41485,245,0.419071977978188
"552",2018-09-03,0.42014,246,0.418862213050177
"553",2018-09-04,0.41822,247,0.418652553119225
"554",2018-09-05,0.41861,248,0.418442998132776
"555",2018-09-06,0.41742,249,0.4182335480383
"556",2018-09-07,0.41767,250,0.418024202783293
"557",2018-09-08,0.4186,251,0.417814962315279
"558",2018-09-09,0.41485,252,0.417605826581808
